Federal Provider Number,Provider Name,Provider State,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Location,Processing Date
365045,HILLEBRAND NURSING AND REHABILITATION CENTER,OH,4,,4,,4,,3,,3,,"4320 BRIDGETOWN ROAD
CINCINNATI, OH 45211
(39.158048, -84.622034)",02/01/2017
335788,WESTERN N Y S VETERANS HOME,NY,5,,3,,5,,5,,5,,"220 RICHMOND AVENUE
BATAVIA, NY 14020
(43.00916, -78.19857)",02/01/2017
335411,SEA CREST NURSING AND REHABILITATION CENTER,NY,5,,4,,5,,2,,4,,"3035 WEST 24TH ST
BROOKLYN, NY 11224
(40.572213, -73.990448)",02/01/2017
345254,MONROE REHABILITATION CENTER,NC,4,,4,,2,,2,,2,,"1212 EAST SUNSET DRIVE
MONROE, NC 28112
(34.969676, -80.528761)",02/01/2017
345428,THE LAURELS OF SALISBURY,NC,5,,5,,3,,3,,3,,"215 LASH DRIVE
SALISBURY, NC 28147
(35.693635, -80.522842)",02/01/2017
335435,"JENNIE B RICHMOND CHAFFEE NURSING HOME CO., INC.",NY,1,,1,,1,,5,,5,,"222 EAST MAIN STREET
SPRINGVILLE, NY 14141
(42.508484, -78.65927)",02/01/2017
365339,DARLINGTON NURSING & REHAB CEN,OH,1,,1,,2,,3,,3,,"2735 DARLINGTON RD
TOLEDO, OH 43606
(41.668863, -83.609438)",02/01/2017
335465,DAUGHTERS OF SARAH NURSING CENTER,NY,3,,2,,5,,3,,3,,"180 WASHINGTON AVE EXT
ALBANY, NY 12203
(42.700501, -73.851984)",02/01/2017
335402,"OASIS REHABILITATION AND NURSING, LLC",NY,4,,4,,4,,2,,2,,"6 FROWEIN ROAD
CENTER MORICHES, NY 11934
(40.809133, -72.77631)",02/01/2017
345542,THE FOREST AT DUKE INC,NC,5,,5,,4,,,Data Not Available,,Data Not Available,"2701 PICKETT ROAD
DURHAM, NC 27705
(35.974787, -78.950312)",02/01/2017
345549,UNIVERSAL HEALTH CARE / BRUNSWICK,NC,5,,5,,4,,3,,3,,"1070 OLD OCEAN HIGHWAY
BOLIVIA, NC 28422
(34.037331, -78.240329)",02/01/2017
365065,HARRISON PAVILION CARE CENTER,OH,1,,3,,1,,1,,2,,"2171 HARRISON AVENUE
CINCINNATI, OH 45211
(39.133944, -84.571764)",02/01/2017
335822,INCARNATION CHILDRENS CENTER,NY,5,,5,,5,,5,,5,,"142 AUDOBON AVENUE
NEW YORK, NY 10032
(40.843189, -73.936399)",02/01/2017
335609,CROWN HEIGHTS CENTER FOR NURSING & REHABILITATION,NY,5,,3,,5,,4,,4,,"810 20 ST MARKS AVENUE
BROOKLYN, NY 11213
(40.674994, -73.946041)",02/01/2017
345301,WHITE OAK MANOR - BURLINGTON,NC,3,,3,,4,,3,,2,,"323 BALDWIN ROAD
BURLINGTON, NC 27217
(36.102475, -79.419703)",02/01/2017
335566,MAPLEWOOD HEALTH CARE AND REHABILITATION CENTER,NY,4,,2,,5,,4,,3,,"205 STATE STREET ROAD
CANTON, NY 13617
(44.612698, -75.161591)",02/01/2017
335573,BRIODY REHAB & RESIDENTIAL HEALTH CARE CENTER,NY,5,,4,,5,,3,,2,,"909 LINCOLN AVE
LOCKPORT, NY 14094
(43.15341, -78.671641)",02/01/2017
345177,MANOR CARE HEALTH SVCS PINEHURST,NC,3,,2,,5,,2,,3,,"205 RATTLESNAKE TRAIL
PINEHURST, NC 28374
(35.205537, -79.465364)",02/01/2017
335761,SAYVILLE NURSING AND REHABILITATION CENTER,NY,1,,2,,3,,1,,2,,"300 BROADWAY AVENUE
SAYVILLE, NY 11782
(40.764976, -73.066394)",02/01/2017
345441,ALEXANDRIA PLACE,NC,4,,3,,3,,4,,3,,"1770 OAK HOLLOW ROAD
GASTONIA, NC 28054
(35.288179, -81.15652)",02/01/2017
335856,JAMAICA HOSPITAL T C U,NY,4,,4,,4,,,Data Not Available,,Data Not Available,"8900 VAN WYCK EXPRESSWAY
JAMAICA, NY 11418
(40.700404, -73.815742)",02/01/2017
365296,FAIRLAWN REHAB AND NURSING CENTER,OH,2,,2,,3,,3,,3,,"3558 RIDGEWOOD RD
AKRON, OH 44313
(41.110186, -81.640389)",02/01/2017
345445,GLENAIRE,NC,5,,4,,3,,5,,5,,"4000 GLENAIRE CIRCLE
CARY, NC 27511
(35.77574, -78.785356)",02/01/2017
335428,LEWIS COUNTY R H C F,NY,2,,2,,4,,2,,1,,"7785 NORTH STATE STREET
LOWVILLE, NY 13367
(43.795771, -75.49812)",02/01/2017
345457,BELAIRE HEALTH CARE CENTER,NC,2,,2,,2,,2,,2,,"2065 LYON STREET
GASTONIA, NC 28052
(35.233776, -81.20547)",02/01/2017
335859,GOOD SHEPHERD VILLAGE AT ENDWELL,NY,3,,2,,4,,5,,5,,"14 VILLAGE DRIVE
ENDWELL, NY 13760
(42.148016, -76.021107)",02/01/2017
335679,ELDERWOOD AT HAMBURG,NY,4,,3,,5,,3,,5,,"5775 MAELOU DRIVE
HAMBURG, NY 14075
(42.730472, -78.833906)",02/01/2017
345191,SURRY COMMUNITY HEALTH AND REHAB CENTER,NC,5,,5,,5,,2,,2,,"542 ALLRED MILL ROAD
MOUNT AIRY, NC 27030
(36.521379, -80.617833)",02/01/2017
335858,WOODLAND POND AT NEW PALTZ,NY,5,,4,,5,,4,,3,,"100 WOODLAND POND CIRCLE
NEW PALTZ, NY 12561
(41.758016, -74.061422)",02/01/2017
345116,STARMOUNT HEALTH AND REHAB CENTER,NC,2,,2,,3,,3,,2,,"109 S HOLDEN ROAD
GREENSBORO, NC 27407
(36.071923, -79.847646)",02/01/2017
345109,TRINITY PLACE,NC,1,,1,,2,,3,,3,,"24724 SOUTH BUSINESS
ALBEMARLE, NC 28001
(35.331452, -80.183922)",02/01/2017
335548,THE CROSSINGS NURSING AND REHAB CENTRE,NY,2,,1,,3,,4,,4,,"217 EAST AVENUE
MINOA, NY 13116
(43.078433, -75.99803)",02/01/2017
345222,AUTUMN CARE OF DREXEL,NC,1,,1,,2,,3,,4,,"307 OAKLAND AVENUE
DREXEL, NC 28619
(35.759531, -81.6003)",02/01/2017
335489,MORNINGSTAR RESIDENTIAL CARE CENTER,NY,4,,3,,5,,2,,2,,"17 SUNRISE TERRACE
OSWEGO, NY 13126
(43.445674, -76.52859)",02/01/2017
335697,EDDY VILLAGE GREEN,NY,5,,3,,5,,4,,3,,"421 W COLUMBIA STREET
COHOES, NY 12047
(42.772741, -73.724711)",02/01/2017
335522,"HARLEM CENTER FOR NURSING & REHABILITATION, L L C",NY,4,,4,,5,,1,,1,,"30 WEST 138TH STREET
NEW YORK, NY 10037
(40.815195, -73.93747)",02/01/2017
335392,CROWN PARK REHABILITATION AND NURSING CENTER,NY,1,,1,,1,,1,,1,,"28 KELLOGG ROAD
CORTLAND, NY 13045
(42.594894, -76.15955)",02/01/2017
335704,ST JOHNSVILLE REHAB & NURSING,NY,1,,2,,1,,1,,2,,"7 TIMMERMAN AVENUE
SAINT JOHNSVILLE, NY 13452
(42.999168, -74.687366)",02/01/2017
345558,NC STATE VETERANS HOME-BLACK MOUNTAIN,NC,3,,2,,3,,4,,4,,"62 LAKE EDEN ROAD
BLACK MOUNTAIN, NC 28711
(35.613153, -82.370889)",02/01/2017
365297,PAVILION THE,OH,3,,4,,2,,1,,2,,"705 FULTON STREET
SIDNEY, OH 45365
(40.2808, -84.147295)",02/01/2017
345477,THE OAKS AT SWEETEN CREEK,NC,2,,2,,3,,2,,4,,"3864 SWEETEN CREEK ROAD
ARDEN, NC 28704
(35.467768, -82.513954)",02/01/2017
355036,MARIAN MANOR HEALTHCARE CENTER,ND,3,,3,,1,,5,,5,,"604 ASH AVE E
GLEN ULLIN, ND 58631
(46.814119, -101.821629)",02/01/2017
365134,HICKORY RIDGE NURSING & REHAB CENTER,OH,4,,4,,3,,3,,3,,"721 HICKORY ST
AKRON, OH 44303
(41.103104, -81.529462)",02/01/2017
355063,ST LUKES HOME,ND,2,,1,,3,,5,,5,,"242 10TH ST W
DICKINSON, ND 58601
(46.890528, -102.787366)",02/01/2017
335674,NESCONSET CENTER FOR NURSING AND REHABILITATION,NY,1,,2,,4,,1,,1,,"100 SOUTHERN BOULEVARD
NESCONSET, NY 11767
(40.850394, -73.158778)",02/01/2017
345143,SILER CITY CENTER,NC,1,,1,,1,,1,,1,,"900 W DOLPHIN STREET
SILER CITY, NC 27344
(35.717434, -79.474137)",02/01/2017
345563,PAVILION HEALTH CENTER AT BRIGHTMORE,NC,2,,2,,2,,3,,2,,"10011 PROVIDENCE ROAD WEST
CHARLOTTE, NC 28277
(35.036906, -80.833114)",02/01/2017
335525,RIVERSIDE CENTER FOR REHABILITATION AND NURSING,NY,2,,2,,3,,2,,2,,"90 NO MAIN STREET
CASTLETON ON HUDSON, NY 12033
(42.537796, -73.75279)",02/01/2017
345389,THE LAURELS OF FOREST GLENN,NC,2,,1,,5,,4,,3,,"1101 HARTWELL STREET
GARNER, NC 27529
(35.705161, -78.624924)",02/01/2017
345048,MOUNTAIN RIDGE HEALTH AND REHAB,NC,1,,1,,3,,3,,3,,"611 OLD US HIGHWAY
BLACK MOUNTAIN, NC 28711
(35.619897, -82.288543)",02/01/2017
335627,TERESIAN HOUSE NURSING HOME CO,NY,1,,1,,2,,3,,3,,"200 WASHINGTON AVE EXT
ALBANY, NY 12203
(42.703079, -73.855776)",02/01/2017
345356,RICH SQUARE HEALTH CARE CENTER,NC,4,,3,,3,,4,,4,,"300 NORTH MAIN STREET
RICH SQUARE, NC 27869
(36.277895, -77.280948)",02/01/2017
335830,ST MARGARETS CENTER,NY,4,,2,,5,,5,,5,,"27 HACKETT BLVD
ALBANY, NY 12208
(42.645407, -73.778332)",02/01/2017
335405,FERNCLIFF NURSING HOME CO INC,NY,5,,4,,5,,3,,3,,"21 FERNCLIFF DRIVE
RHINEBECK, NY 12572
(41.942564, -73.93437)",02/01/2017
345163,GLENBRIDGE HEALTH AND REHABILTATION CENTER,NC,1,,1,,2,,2,,2,,"211 MILTON BROWN HEIRS ROAD
BOONE, NC 28607
(36.188904, -81.632175)",02/01/2017
335549,WARREN CENTER FOR REHABILITATION AND NURSING,NY,4,,3,,2,,4,,3,,"42 GURNEY LANE
QUEENSBURY, NY 12804
(43.359397, -73.706373)",02/01/2017
335777,FATHER BAKER MANOR,NY,4,,4,,4,,4,,5,,"6400 POWERS ROAD
ORCHARD PARK, NY 14127
(42.732349, -78.750279)",02/01/2017
335460,MICHAUD RESIDENTIAL HEALTH SERVICES INC,NY,3,,2,,5,,2,,2,,"453 PARK STREET
FULTON, NY 13069
(43.314562, -76.406715)",02/01/2017
335487,ST JOHNLAND NURSING CENTER INC,NY,4,,3,,5,,2,,2,,"395 SUNKEN MEADOW ROAD
KINGS PARK, NY 11754
(40.90168, -73.240085)",02/01/2017
345226,PEAK RESOURCES-OUTER BANKS,NC,2,,1,,2,,4,,4,,"430 WEST HEALTH CENTER DRIVE
NAGS HEAD, NC 27959
(35.977607, -75.648336)",02/01/2017
335577,ELDERWOOD AT LANCASTER,NY,5,,4,,5,,4,,5,,"1818 COMO PARK BLVD
LANCASTER, NY 14086
(42.892783, -78.684749)",02/01/2017
345280,AUTUMN CARE OF RAEFORD,NC,2,,1,,2,,4,,3,,"1206 N FULTON STREET
RAEFORD, NC 28376
(34.993005, -79.228483)",02/01/2017
335795,ANDRUS ON HUDSON,NY,4,,3,,5,,2,,3,,"185 OLD
HASTINGS ON HUDSON, NY 10706
(40.984302, -73.87952)",02/01/2017
335826,BUENA VIDA CONTINUING CARE,NY,2,,3,,4,,1,,2,,"48 CEDAR STREET
BROOKLYN, NY 11221
(40.696924, -73.927821)",02/01/2017
335545,KING DAVID CENTER FOR NURSING AND REHABILITATION,NY,1,,2,,2,,1,,2,,"2266 CROPSEY AVENUE
BROOKLYN, NY 11214
(40.596795, -73.998115)",02/01/2017
335391,ELDERWOOD AT GRAND ISLAND,NY,2,,1,,5,,3,,3,,"2850 GRAND ISLAND BLVD
GRAND ISLAND, NY 14072
(43.039631, -78.979773)",02/01/2017
335673,FOUR SEASONS NURSING AND REHAB,NY,5,,4,,5,,2,,3,,"1555 ROCKAWAY PARKWAY
BROOKLYN, NY 11236
(40.642463, -73.899338)",02/01/2017
335583,PROVIDENCE REST INC,NY,3,,3,,5,,1,,1,,"3304 WATERBURY AVENUE
BRONX, NY 10465
(40.83772, -73.81671)",02/01/2017
335532,AARON MANOR REHABILITATION & NURSING CENTER,NY,4,,4,,2,,3,,3,,"100 ST CAMILLUS WAY
FAIRPORT, NY 14450
(43.126758, -77.445152)",02/01/2017
335850,THE HAMPTONS CENTER FOR REHABILITATION AND NURSING,NY,2,,3,,3,,1,,2,,"64 COUNTY ROAD
SOUTH HAMPTON, NY 11968
(40.896804, -72.401326)",02/01/2017
345318,BRUNSWICK COVE NURSING CENTER,NC,2,,2,,3,,3,,3,,"1478 RIVER ROAD
WINNABOW, NC 28479
(34.185759, -77.988528)",02/01/2017
355111,ST LUKES SUNRISE CARE CENTER,ND,2,,1,,2,,5,,5,,"705 SE 4TH ST
CROSBY, ND 58730
(48.911838, -103.290269)",02/01/2017
345425,FAIR HAVEN HOME INC,NC,4,,4,,4,,3,,3,,"149 FAIR HAVEN DRIVE
BOSTIC, NC 28018
(35.337736, -81.807746)",02/01/2017
345199,CAROL WOODS,NC,5,,4,,5,,5,,5,,"750 WEAVER DAIRY ROAD
CHAPEL HILL, NC 27514
(35.96236, -79.037558)",02/01/2017
345258,TRANSITIONAL HEALTH SERVICES OF KANNAPOLIS,NC,1,,1,,4,,1,,1,,"1810 CONCORD LAKE ROAD
KANNAPOLIS, NC 28083
(35.463709, -80.599679)",02/01/2017
335684,ELANT AT GOSHEN INC,NY,4,,4,,2,,4,,4,,"46 HARRIMAN DRIVE
GOSHEN, NY 10924
(41.389479, -74.319847)",02/01/2017
345535,ADAMS FARM LIVING & REHABILITATION,NC,2,,3,,4,,1,,2,,"5100 MACKAY ROAD
JAMESTOWN, NC 27282
(36.017206, -79.90046)",02/01/2017
335635,LEROY VILLAGE GREEN R H C F INC,NY,4,,3,,2,,4,,3,,"10 MUNSON STREET
LEROY, NY 14482
(42.971251, -77.995305)",02/01/2017
365202,LIMA REHAB AND NURSING CENTER,OH,1,,1,,4,,3,,3,,"599 SOUTH SHAWNEE STREET
LIMA, OH 45804
(40.733862, -84.087675)",02/01/2017
335815,SENECA HILL MANOR INC,NY,3,,2,,4,,4,,3,,"20 MANOR DRIVE
OSWEGO, NY 13126
(43.397151, -76.461149)",02/01/2017
335570,AMSTERDAM NURSING HOME CORP (1992),NY,5,,5,,5,,5,,5,,"1060 AMSTERDAM AVENUE
NEW YORK, NY 10025
(40.804353, -73.962855)",02/01/2017
365083,METROHEALTH SYSTEM,OH,5,,5,,4,,5,,5,,"2500 METROHEALTH DRIVE
CLEVELAND, OH 44109
(41.462386, -81.698756)",02/01/2017
335732,BETHANY GARDENS SKILLED LIVING CENTER,NY,1,,1,,2,,2,,2,,"800 WEST CHESTNUT STREET
ROME, NY 13440
(43.236229, -75.452589)",02/01/2017
335582,BROOKHAVEN REHAB AND HEALTH CARE CENTER L L C,NY,3,,2,,5,,2,,4,,"250 BEACH 17TH STREET
FAR ROCKAWAY, NY 11691
(40.596556, -73.751179)",02/01/2017
345039,LIBERTY COMMONS NSG & REHAB CTR OF SPRINGWOOD,NC,1,,1,,2,,1,,1,,"5755 SHATTALON DRIVE
WINSTON-SALEM, NC 27105
(36.170196, -80.280139)",02/01/2017
345406,DOWN EAST LIVING & REHAB CENTER,NC,2,,2,,2,,2,,3,,"38 CARTERS ROAD
GATESVILLE, NC 27938
(36.389879, -76.73925)",02/01/2017
345414,"HAYMOUNT REHABILITATION & NURSING CENTER, INC",NC,3,,4,,3,,1,,1,,"2346 BARRINGTON CIRCLE
FAYETTEVILLE, NC 28303
(35.071779, -78.920215)",02/01/2017
345083,WHITE OAK MANOR - RUTHERFORDTO,NC,5,,5,,2,,4,,3,,"188 OSCAR JUSTICE ROAD
RUTHERFORDTON, NC 28139
(35.410609, -81.925244)",02/01/2017
345362,BRIAN CENTER HEALTH & RETIREMENT/CABARRUS,NC,4,,3,,5,,2,,3,,"250 BISHOP LANE
CONCORD, NC 28025
(35.453148, -80.604426)",02/01/2017
335427,ONEIDA HEALTHCARE,NY,3,,2,,5,,3,,4,,"323 GENESEE STREET
ONEIDA, NY 13421
(43.078755, -75.654264)",02/01/2017
365466,HEATH NURSING CARE CENTER,OH,3,,4,,1,,3,,3,,"717 SOUTH 30TH STREET
HEATH, OH 43056
(40.033539, -82.443021)",02/01/2017
335488,WESLEY GARDENS CORPORATION,NY,1,,1,,2,,2,,2,,"3 UPTON PARK
ROCHESTER, NY 14607
(43.154158, -77.586472)",02/01/2017
345013,PEAK RESOURCES - CHARLOTTE,NC,2,,2,,3,,3,,3,,"3223 CENTRAL AVENUE
CHARLOTTE, NC 28205
(35.216677, -80.789356)",02/01/2017
335753,BRONX LEBANON SPECIAL CARE CENTER,NY,5,,5,,3,,3,,3,,"1265 FULTON AVENUE
BRONX, NY 10456
(40.831479, -73.903937)",02/01/2017
365271,CARRIAGE INN OF STEUBENVILLE,OH,1,,2,,1,,3,,3,,"3102 ST CHARLES DRIVE
STEUBENVILLE, OH 43952
(40.369071, -80.661063)",02/01/2017
335825,BAIRD NURSING HOME,NY,3,,2,,2,,4,,4,,"2150 ST PAUL STREET
ROCHESTER, NY 14621
(43.195937, -77.617795)",02/01/2017
355086,BETHANY ON UNIVERSITY,ND,4,,4,,4,,4,,4,,"201 S UNIVERSITY DR
FARGO, ND 58103
(46.872394, -96.798282)",02/01/2017
345541,OLDE KNOX COMMONS AT THE VILLAGES OF MECKLENBURG,NC,3,,3,,2,,3,,3,,"13825 HUNTON LANE
HUNTERSVILLE, NC 28078
(35.41872, -80.86684)",02/01/2017
365020,LUTHERAN HOME,OH,3,,3,,4,,3,,4,,"2116 DOVER CENTER RD
WESTLAKE, OH 44145
(41.457737, -81.921894)",02/01/2017
335784,SCHERVIER PAVILION,NY,3,,3,,3,,3,,3,,"22 VAN DUZER PLACE
WARWICK, NY 10990
(41.26152, -74.359335)",02/01/2017
355079,VILLA MARIA,ND,5,,4,,5,,4,,4,,"3102 S UNIVERSITY DR
FARGO, ND 58103
(46.833714, -96.798617)",02/01/2017
355038,ST GERARD'S COMMUNITY OF CARE,ND,5,,5,,5,,4,,4,,"613 1ST AVE SW
HANKINSON, ND 58041
(46.066263, -96.903607)",02/01/2017
345277,WOODLAND HILL CENTER,NC,2,,3,,2,,1,,2,,"400 VISION DRIVE
ASHEBORO, NC 27203
(35.735328, -79.816065)",02/01/2017
345359,CREEKSIDE CARE & REHABILITATION CENTER,NC,2,,3,,3,,1,,2,,"604 STOKES STREET EAST
AHOSKIE, NC 27910
(36.277434, -76.983905)",02/01/2017
365081,PRISTINE SENIOR LIVING AND POST-ACUTE CARE OF CINC,OH,1,,2,,2,,1,,1,,"7800 JANDARACRES DRIVE
CINCINNATI, OH 45248
(39.167668, -84.702204)",02/01/2017
345569,SPRINGBROOK NURSING & REHABILITATION  CENTER,NC,5,,5,,3,,4,,4,,"195 SPRINGBROOK AVENUE
CLAYTON, NC 27520
(35.628886, -78.506094)",02/01/2017
365267,O'NEILL HEALTHCARE LAKEWOOD,OH,3,,2,,3,,4,,5,,"13900 DETROIT AVE
LAKEWOOD, OH 44107
(41.485418, -81.788488)",02/01/2017
345133,AVANTE AT WILKESBORO,NC,1,,1,,2,,3,,4,,"1000 COLLEGE STREET
WILKESBORO, NC 28697
(36.141346, -81.166356)",02/01/2017
335581,BAY PARK CENTER FOR NRSG AND REHAB L L C,NY,1,,2,,4,,1,,1,,"801 CO OP CITY BLVD
BRONX, NY 10475
(40.878337, -73.829073)",02/01/2017
345372,WILSON PINES NURSING AND REHABILITATION CENTER,NC,4,,3,,5,,3,,2,,"403 CRESTVIEW AVENUE
WILSON, NC 27893
(35.714868, -77.942589)",02/01/2017
335538,CONCORD NURSING HOME INC,NY,2,,2,,5,,1,,2,,"300 MADISON STREET
BROOKLYN, NY 11216
(40.685182, -73.94652)",02/01/2017
345566,PRUITTHEALTH-UNION POINTE,NC,5,,5,,2,,4,,4,,"3510 WEST HIGHWAY
MONROE, NC 28110
(35.031026, -80.592312)",02/01/2017
335797,THE OSBORN,NY,2,,1,,5,,5,,5,,"101 THEALL ROAD
RYE, NY 10580
(40.971997, -73.70068)",02/01/2017
355064,BENEDICTINE LIVING CENTER OF GARRISON,ND,2,,1,,5,,3,,3,,"609 4TH AVE NE
GARRISON, ND 58540
(47.655224, -101.408365)",02/01/2017
335832,N Y S VETS HOME AT MONTROSE,NY,5,,5,,5,,4,,4,,"2090 ALBANY POST ROAD
MONTROSE, NY 10548
(41.243592, -73.925271)",02/01/2017
335590,PONTIAC NURSING HOME,NY,1,,1,,2,,1,,1,,"303 EAST RIVER ROAD
OSWEGO, NY 13126
(43.444425, -76.49337)",02/01/2017
335418,NORTHERN RIVERVIEW HEALTH CARE,NY,3,,4,,4,,1,,1,,"87 SOUTH ROUTE 9 W
HAVERSTRAW, NY 10927
(41.200858, -73.983415)",02/01/2017
345070,DURHAM NURSING & REHABILITATION CENTER,NC,1,,2,,1,,3,,4,,"411 S LASALLE STREET
DURHAM, NC 27705
(36.013274, -78.948142)",02/01/2017
345508,REX REHAB & NURSING CARE CENTER OF APEX,NC,5,,3,,5,,4,,4,,"911 SOUTH HUGHES STREET
APEX, NC 27502
(35.717513, -78.848236)",02/01/2017
335690,WHITE OAKS NURSING HOME,NY,4,,3,,5,,2,,2,,"8565 JERICHO TURNPIKE
WOODBURY, NY 11797
(40.818929, -73.456605)",02/01/2017
365094,MENORAH PARK CENTER FOR SENIOR,OH,5,,4,,5,,4,,5,,"27100 CEDAR RD
BEACHWOOD, OH 44122
(41.501167, -81.487)",02/01/2017
355053,KNIFE RIVER CARE CENTER,ND,1,,1,,1,,3,,2,,"118 22ND ST NE
BEULAH, ND 58523
(47.284586, -101.779545)",02/01/2017
335705,ELLIS RESIDENTIAL & REHABILITATION CENTER,NY,2,,1,,5,,5,,5,,"600 MCCLELLAN STREET
SCHENECTADY, NY 12304
(42.805956, -73.916377)",02/01/2017
345024,CLAPPS NURSING CENTER INC,NC,4,,3,,5,,3,,3,,"5229 APPOMATTOX ROAD
PLEASANT GARDEN, NC 27313
(35.95843, -79.757281)",02/01/2017
335786,HIGHLANDS LIVING CENTER,NY,2,,2,,3,,2,,2,,"500 HAHNEMANN TRAIL
PITTSFORD, NY 14534
(43.087249, -77.499014)",02/01/2017
335464,ELANT AT MEADOW HILL,NY,3,,3,,4,,2,,2,,"172 MEADOW HILL ROAD
NEWBURGH, NY 12550
(41.525365, -74.08713)",02/01/2017
345544,ASBURY CARE CENTER,NC,4,,3,,2,,4,,4,,"3625 WILLARD FARROW DRIVE
CHARLOTTE, NC 28215
(35.232939, -80.76373)",02/01/2017
345283,MOORESVILLE CENTER,NC,2,,3,,3,,1,,2,,"550 GLENWOOD DRIVE
MOORESVILLE, NC 28115
(35.570182, -80.807548)",02/01/2017
335828,WINGATE AT BEACON,NY,4,,3,,4,,4,,4,,"10 HASTINGS DRIVE
BEACON, NY 12508
(41.509516, -73.958325)",02/01/2017
335514,WOODHAVEN NURSING HOME,NY,2,,2,,4,,3,,3,,"1360 ROUTE
PORT JEFFERSON STATI, NY 11776
(40.915857, -73.03441)",02/01/2017
365256,"LAURELS OF WORTHINGTON, THE",OH,3,,3,,4,,3,,3,,"1030 HIGH ST
WORTHINGTON, OH 43085
(40.095726, -83.017654)",02/01/2017
345209,BROOKRIDGE RETIREMENT COMMUNITY,NC,5,,4,,4,,5,,5,,"1199 HAYES FOREST DRIVE
WINSTON-SALEM, NC 27106
(36.146006, -80.284552)",02/01/2017
335483,GRACE PLAZA NURSING AND REHABILITATION CENTER,NY,1,,1,,4,,2,,3,,"15 ST PAULS PLACE
GREAT NECK, NY 11021
(40.788653, -73.722419)",02/01/2017
345344,KINDRED NURSING & REHABILITATION-HENDERSON,NC,1,,3,,1,,1,,2,,"280 SOUTH BECKFORD DRIVE
HENDERSON, NC 27536
(36.336946, -78.41762)",02/01/2017
345463,LIFE CARE CENTER OF HENDERSONV,NC,5,,3,,5,,4,,4,,"400 THOMPSON STREET
HENDERSONVILLE, NC 28792
(35.341937, -82.44666)",02/01/2017
335424,SCHNURMACHER CENTER FOR REHAB & NURSING,NY,5,,5,,5,,1,,1,,"12 TIBBITS AVENUE
WHITE PLAINS, NY 10606
(41.023156, -73.775458)",02/01/2017
335528,PLATTSBURGH REHABILITATION AND NURSING CENTER,NY,1,,2,,1,,3,,3,,"8 BUSHEY BOULEVARD
PLATTSBURGH, NY 12901
(44.6828, -73.459729)",02/01/2017
345337,"PEAK RESOURCES - ALAMANCE, INC",NC,5,,5,,5,,2,,4,,"215 COLLEGE STREET
GRAHAM, NC 27253
(36.076379, -79.403111)",02/01/2017
335406,WAYNE COUNTY NURSING HOME,NY,2,,2,,2,,2,,2,,"1529 NYE ROAD
LYONS, NY 14489
(43.063627, -77.029306)",02/01/2017
345473,WILORA LAKE HEALTHCARE CENTER,NC,1,,1,,1,,3,,4,,"6001 WILORA LAKE ROAD
CHARLOTTE, NC 28212
(35.209367, -80.746606)",02/01/2017
335569,LAKESIDE BEIKIRCH CARE CTR,NY,2,,2,,2,,3,,3,,"170 WEST AVENUE
BROCKPORT, NY 14420
(43.220055, -77.945376)",02/01/2017
365026,WEXNER HERITAGE HOUSE,OH,3,,2,,3,,5,,5,,"1151 COLLEGE AVENUE
COLUMBUS, OH 43209
(39.946413, -82.936025)",02/01/2017
345195,EDGECOMBE HEALTH AND REHAB CENTER,NC,3,,3,,3,,3,,3,,"1000 WESTERN BOULEVARD
TARBORO, NC 27886
(35.897359, -77.557947)",02/01/2017
345000,AUTUMN CARE OF BISCOE,NC,2,,3,,3,,1,,1,,"401 LAMBERT ROAD
BISCOE, NC 27209
(35.366812, -79.790391)",02/01/2017
335388,LACONIA NURSING HOME,NY,5,,4,,5,,2,,2,,"1050 EAST 230TH STREET
BRONX, NY 10466
(40.888, -73.848016)",02/01/2017
345050,JACOB'S CREEK NURSING AND REHABILITATION CENTER,NC,2,,4,,1,,1,,1,,"1721 BALD HILL LOOP
MADISON, NC 27025
(36.361857, -79.905311)",02/01/2017
345526,CAROLINA REHAB CENTER OF BURKE,NC,2,,1,,4,,4,,4,,"3647 MILLER BRIDGE ROAD
CONNELLY SPG, NC 28612
(35.71383, -81.469586)",02/01/2017
345252,WARSAW HEALTH & REHABILITATION CENTER,NC,2,,1,,3,,4,,4,,"214 LANEFIELD ROAD
WARSAW, NC 28398
(34.99437, -78.075969)",02/01/2017
335615,HAMILTON MANOR NURSING HOME,NY,4,,4,,3,,3,,2,,"1172 LONG POND ROAD
ROCHESTER, NY 14626
(43.215756, -77.695934)",02/01/2017
345144,PINE RIDGE HEALTH AND REHABILITATION CENTER,NC,1,,1,,1,,3,,4,,"706 PINEYWOOD ROAD
THOMASVILLE, NC 27360
(35.895919, -80.101692)",02/01/2017
345232,BRIAN CTR HEALTH & REHABI HICK,NC,1,,1,,3,,2,,4,,"3031 TATE BOULEVARD SE
HICKORY, NC 28602
(35.718595, -81.274193)",02/01/2017
335665,TERENCE CARDINAL COOKE H C C,NY,4,,3,,5,,3,,3,,"1249 FIFTH AVENUE
NEW YORK, NY 10029
(40.794298, -73.951083)",02/01/2017
345316,SENIOR CITIZENS HOME,NC,1,,1,,4,,3,,1,,"2275 RUIN CREEK ROAD
HENDERSON, NC 27536
(36.3077, -78.456268)",02/01/2017
